"icao","iata","name","city","subd","country","elevation","lat","lon","tz","lid"
"SYMR","MWJ","Matthews Ridge Airport","Matthews Ridge","Barima-Waini","GY","324","7.48811","-60.18478","America/Guyana",""
"SYNA","QSX","New Amsterdam Airport","New Amsterdam","East Berbice Corentyne","GY","3","6.24432","-57.47417","America/Guyana",""
"SYOR","ORJ","Orinduik Airport","Orinduik","","GY","1797","4.72527","-60.035","America/Guyana",""
"SYPR","PRR","Paruma Airport","Paruma","Cuyuni-Mazaruni","GY","1765","5.81545","-61.0554","America/Guyana",""
"TAPA","ANU","V.C. Bird International Airport","St. George","Saint-George","AG","62","17.1367","-61.7927","America/Antigua",""
"TAPH","BBQ","Codrington Airport","Codrington","Barbuda","AG","15","17.6358","-61.8286","America/Antigua",""
"TBPB","BGI","Sir Grantley Adams International Airport","Bridgetown","Christ-Church","BB","169","13.0746","-59.4925","America/Barbados",""
"TDCF","DCF","Canefield Airport","Canefield","Saint-Paul","DM","13","15.3367","-61.3922","America/Dominica",""
"TDPD","DOM","Melville Hall Airport","Marigot","Saint-Andrew","DM","73","15.547","-61.3","America/Dominica",""
"TFFA","DSD","La Desirade Airport","Grande Anse","Guadeloupe","GP","10","16.2969","-61.0844","America/Guadeloupe",""
"TFFB","BBR","Baillif Airport","Basse Terre","Guadeloupe","GP","59","16.0133","-61.7422","America/Guadeloupe",""
"TFFC","SFC","St-Francois Airport","St-Francois","Guadeloupe","GP","10","16.2578","-61.2625","America/Guadeloupe",""
"TFFF","FDF","Martinique Aime Cesaire International Airport","Fort-de-France","Martinique","MQ","16","14.591","-61.0032","America/Martinique",""
"TFFG","SFG","L'Esperance Airport","Grand Case","","MF","7","18.0999","-63.0472","America/Marigot",""
"TFFJ","SBH","Gustaf III Airport","Gustavia","","BL","49","17.9044","-62.8436","America/St_Barthelemy",""
"TFFM","GBJ","Les Bases Airport","Grand Bourg","Guadeloupe","GP","16","15.8687","-61.27","America/Guadeloupe",""
"TFFR","PTP","Pointe-a-Pitre Le Raizet","Pointe-a-Pitre Le Raizet","Guadeloupe","GP","36","16.2653","-61.5318","America/Guadeloupe",""
"TFFS","LSS","Terre-de-Haut Airport","Les Saintes","Guadeloupe","GP","46","15.8644","-61.5806","America/Guadeloupe",""
"TGPY","GND","Point Salines International Airport","Saint George's","Saint-George","GD","41","12.0042","-61.7862","America/Grenada",""
"TGPZ","CRU","Lauriston Airport","Carriacou Island","","GD","5","12.4761","-61.4728","America/Grenada",""
"TIST","STT","Cyril E King Airport","Charlotte Amalie","Virgin Islands","US","23.6","18.33731","-64.97333","America/St_Thomas","STT"
"TISX","STX","Henry E Rohlsen Airport","Christiansted","Virgin Islands","US","74.1","17.7015","-64.80194","America/St_Thomas","STX"
"TJAB","ARE","Antonio/Nery/Juarbe Pol Airport","Arecibo","Puerto Rico","US","20.8","18.4509","-66.67545","America/Puerto_Rico","ABO"
"TJBQ","BQN","Rafael Hernandez Airport","Aguadilla","Puerto Rico","US","237.2","18.49486","-67.12944","America/Puerto_Rico","BQN"
"TJCP","CPX","Benjamin Rivera Noriega Airport","Isla De Culebra","Puerto Rico","US","49","18.31295","-65.30388","America/Puerto_Rico","CPX"
"TJIG","SIG","Fernando Luis Ribas Dominicci Airport","San Juan","Puerto Rico","US","9.8","18.45678","-66.09847","America/Puerto_Rico","SIG"
"TJMZ","MAZ","Eugenio Maria De Hostos Airport","Mayaguez","Puerto Rico","US","27.7","18.25569","-67.14847","America/Puerto_Rico","MAZ"
"TJPS","PSE","Mercedita Airport","Ponce","Puerto Rico","US","28.4","18.00878","-66.56452","America/Puerto_Rico","PSE"
"TJRV","NRR","Jose Aponte De La Torre Airport","Ceiba","Puerto Rico","US","38.1","18.24511","-65.64342","America/Puerto_Rico","RVR"
"TJSJ","SJU","Luis Munoz Marin International Airport","San Juan","Puerto Rico","US","9.6","18.4394","-66.00213","America/Puerto_Rico","SJU"
"TJVQ","VQS","Antonio Rivera Rodriguez Airport","Isla De Vieques","Puerto Rico","US","49","18.13481","-65.49362","America/Puerto_Rico","VQS"
"TKPK","SKB","Robert L. Bradshaw International Airport","Basseterre","Saint-George-Basseterre","KN","170","17.3112","-62.7187","America/St_Kitts",""
"TKPN","NEV","Vance W. Amory International Airport","Charlestown","Saint-James-Windwa","KN","14","17.2057","-62.5899","America/St_Kitts",""
"TLPC","SLU","George F. L. Charles Airport","Castries","Castries","LC","22","14.0202","-60.9929","America/St_Lucia",""
"TLPL","UVF","Hewanorra International Airport","Vieux Fort","Vieux-Fort","LC","14","13.7332","-60.9526","America/St_Lucia",""
"TNCA","AUA","Queen Beatrix International Airport","Oranjestad","","AW","60","12.5014","-70.0152","America/Aruba",""
"TNCB","BON","Flamingo International Airport","Kralendijk","Bonaire","BQ","20","12.131","-68.2685","America/Kralendijk",""
"TNCC","CUR","Hato International Airport","Willemstad","","CW","29","12.1889","-68.9598","America/Curacao",""
"TNCE","EUX","F. D. Roosevelt Airport","Sint Eustatius","Sint-Eustatius","BQ","129","17.4965","-62.9794","America/Kralendijk",""
"TNCM","SXM","Princess Juliana International Airport","Saint Martin","","SX","13","18.041","-63.1089","America/Lower_Princes",""
"TNCS","SAB","Juancho E. Yrausquin Airport","Saba","Saba","BQ","60","17.645","-63.22","America/Kralendijk",""
"TQPF","AXA","Wallblake Airport","The Valley","","AI","127","18.2048","-63.0551","America/Anguilla",""
"TRPG","MNI","John A. Osborne Airport","Gerald's Park","Saint-Peter","MS","550","16.7914","-62.1933","America/Montserrat",""
"TTCP","TAB","Tobago-Crown Point Airport","Scarborough","Tobago","TT","38","11.1497","-60.8322","America/Port_of_Spain",""
"TTPP","POS","Piarco International Airport","Port of Spain","Tunapuna/Piarco","TT","58","10.5954","-61.3372","America/Port_of_Spain",""
"TUPA","NGD","Captain Auguste George Airport","Anegada","","VG","9","18.7272","-64.3297","America/Tortola",""
"TUPJ","EIS","Terrance B. Lettsome International Airport","Road Town","","VG","15","18.4448","-64.543","America/Tortola",""
"TUPW","VIJ","Virgin Gorda Airport","Spanish Town","","VG","9","18.4464","-64.4275","America/Tortola",""
"TVSB","BQU","J F Mitchell Airport","Bequia","Grenadines","VC","15","12.9884","-61.262","America/St_Vincent",""
"TVSC","CIW","Canouan Airport","Canouan","Grenadines","VC","11","12.699","-61.3424","America/St_Vincent",""
"TVSM","MQS","Mustique Airport","Mustique Island","Grenadines","VC","8","12.8879","-61.1802","America/St_Vincent",""
"TVSU","UNI","Union Island International Airport","Union Island","Grenadines","VC","16","12.60013","-61.41195","America/St_Vincent",""
"TVSV","SVD","E. T. Joshua Airport","Kingstown","Saint-George","VC","66","13.1443","-61.2109","America/St_Vincent",""
"TXKF","BDA","L.F. Wade International International Airport","Hamilton","Saint-Georgeʼs","BM","12","32.364","-64.6787","Atlantic/Bermuda",""
"UAAA","ALA","Almaty International Airport","Almaty","Almaty-Oblysy","KZ","2238","43.3521","77.0405","Asia/Almaty",""
"UAAH","BXH","Balkhash Airport","Balkhash","Qaraghandy","KZ","1446","46.8933","75.005","Asia/Qyzylorda",""
"UAAL","USJ","Usharal Airport","Usharal","Almaty-Oblysy","KZ","1294","46.19028","80.83139","Asia/Almaty",""
"UAAR","BXJ","Boralday Airport","Aima Ata","Almaty-Oblysy","KZ","2344","43.3526","76.8837","Asia/Almaty",""
"UAAT","TDK","Taldykorgan Airport","Taldy Kurgan","Almaty-Oblysy","KZ","1944","45.1262","78.447","Asia/Almaty",""
"UACC","NQZ","Nursultan Nazarbayev International Airport","Astana","Aqmola","KZ","1166","51.0222","71.4669","Asia/Almaty",""
"UACK","KOV","Kokshetau Airport","Kokshetau","Aqmola","KZ","888","53.3291","69.5946","Asia/Almaty",""
"UACP","PPK","Petropavlosk International Airport","Petropavlosk","Soltuestik-Qazaqstan","KZ","458","54.7747","69.1839","Asia/Qyzylorda",""
"UADD","DMB","Aulie-ata International Airport","Taraz","Zhambyl","KZ","2190","42.8536","71.3036","Asia/Qyzylorda",""
"UAII","CIT","Shymkent Airport","Shymkent","Ongtuestik-Qazaqstan","KZ","1387","42.3642","69.4789","Asia/Almaty",""
"UAIT","HSA","Turkistan International Airport","Turkistan","Ongtuestik-Qazaqstan","KZ","989","43.30667","68.55017","Asia/Almaty",""
"UAKD","DZN","Zhezkazgan Airport","Zhezkazgan","Qaraghandy","KZ","1251","47.7083","67.7333","Asia/Almaty",""
"UAKK","KGF","Sary-Arka International Airport","Karaganda","Qaraghandy","KZ","1766","49.6708","73.3344","Asia/Almaty",""
"UAOL","BXY","Krainiy Airport","Baikonur","Baikonur","KZ","299","45.622","63.215","Asia/Almaty",""
"UAOO","KZO","Korkyt Ata Airport","Kzyl-Orda","Qyzylorda","KZ","433","44.7069","65.5925","Asia/Qyzylorda",""
"UARR","URA","Oral Ak Zhol International Airport","Uralsk","West Kazakhstan","KZ","128","51.1508","51.5431","Asia/Oral",""
"UASB","EKB","Ekibastuz Airport","Ekibastuz","Pavlodar","KZ","621","51.591","75.215","Asia/Qyzylorda",""
"UASK","UKK","Ust-Kamennogorsk Airport","Ust Kamenogorsk","East Kazakhstan","KZ","942","50.0366","82.4942","Asia/Almaty",""
"UASP","PWQ","Pavlodar International Airport","Pavlodar","Pavlodar","KZ","411","52.195","77.0739","Asia/Qyzylorda",""
"UASS","PLX","Semey International Airport","Semey","East Kazakhstan","KZ","759","50.3513","80.2344","Asia/Almaty",""
"UATE","SCO","Aktau International Airport","Aktau","Mangghystau","KZ","75","43.8601","51.092","Asia/Oral",""
"UATG","GUW","Atyrau International Airport","Atyrau","Atyrau","KZ","-72","47.1219","51.8214","Asia/Oral",""
"UATT","AKX","Aktobe Aliya Moldagulova International Airport","Aktyubinsk","Aqtöbe","KZ","741","50.2458","57.2067","Asia/Aqtobe",""
"UAUR","AYK","Arkalyk North Airport","Arkalyk","","KZ","1266","50.3186","66.9528","Asia/Almaty",""
"UAUU","KSN","Kostanay International Airport","Kostanay","Qostanay","KZ","601","53.2069","63.5503","Asia/Qyzylorda",""
"UBBB","GYD","Heydar Aliyev International Airport","Baku","Baki","AZ","10","40.4675","50.0467","Asia/Baku",""
"UBBG","GNJ","Ganja Airport","Ganja","Goygol-Rayon","AZ","1086","40.73883","46.32","Asia/Baku",""
"UBBL","LLK","Lankaran International Airport","Lankaran","Lənkəran","AZ","30","38.7464","48.818","Asia/Baku",""
"UBBN","NAJ","Nakhchivan Airport","Nakhchivan","Nakhichevan","AZ","2863","39.1888","45.4584","Asia/Baku",""
"UBBQ","GBB","Gabala International Airport","Gabala","Qǝbǝlǝ","AZ","935","40.82667","47.7125","Asia/Baku",""
"UBBY","ZTU","Zaqatala International Airport","Zaqatala","Zaqatala","AZ","1279","41.56222","46.66722","Asia/Baku",""
"UBBZ","ZZE","Zangilan International Airport","Zangilan","Zangilan","AZ","1588","39.094414","46.734097","Asia/Baku",""
"UBEE","YLV","Yevlakh Airport","Yevlakh","Yevlax-City","AZ","49","40.6319","47.1419","Asia/Baku",""
"UBTT","ZXT","Zabrat Airport","Baku","Bakı","AZ","92","40.49511","49.97697","Asia/Baku",""
"UCFL","IKU","Issyk-Kul International Airport","Tamchy","Issyk-Kul","KG","5426","42.5883","76.7133","Asia/Bishkek",""
"UCFM","FRU","Manas International Airport","Bishkek","Chuey","KG","2090","43.0613","74.4776","Asia/Bishkek",""
"UCFO","OSS","Osh Airport","Osh","Osh","KG","2938","40.609","72.7933","Asia/Bishkek",""
"UDSG","LWN","Gyumri Shirak Airport","Gyumri","Shirak","AM","5000","40.7504","43.8593","Asia/Yerevan",""
"UDYZ","EVN","Zvartnots International Airport","Yerevan","","AM","2838","40.1473","44.3959","Asia/Yerevan",""
"UEBT","UKG","Ust-Kuyga Airport","Ust-Kuyga","Chukot","RU","0","70.011","135.645","Asia/Vladivostok",""
"UECT","TLK","Talakan Airport","Lenskiy Ulus","Sakha","RU","1329","59.88167","111.0455","Asia/Yakutsk",""
"UEEA","ADH","Aldan Airport","Aldan","Chukot","RU","2241","58.6028","125.409","Asia/Yakutsk",""
"UEEE","YKS","Yakutsk Airport","Yakutsk","Chukot","RU","325","62.0933","129.771","Asia/Yakutsk",""
"UELL","NER","Chulman Neryungri Airport","Chulman","Chukot","RU","2812","56.9139","124.914","Asia/Yakutsk",""
"UEMA","MQJ","Moma Airport","Honuu","Chukot","RU","656","66.45086","143.26155","Asia/Srednekolymsk",""
"UEMH","KDY","Tyopliy Klyuch Airport","Tyopliy Klyuch","Chukot","RU","0","62.789","136.855","Asia/Vladivostok",""
"UEMM","GYG","Magan Airport","Magan","Chukot","RU","577","62.10348","129.54529","Asia/Yakutsk",""
"UEMO","OLZ","Olyokminsk Airport","Olyokminsk","Chukot","RU","656","60.3975","120.471","Asia/Yakutsk",""
"UEMT","USR","Ust-Nera Airport","Ust-Nera","Chukot","RU","0","64.55","143.115","Asia/Vladivostok",""
"UEMU","UMS","Ust-Maya Airport","Ust-Maya","Chukot","RU","561","60.357","134.435","Asia/Yakutsk",""
"UENI","VHV","Verkhnevilyuisk Airport","Verkhnevilyuisk","Chukot","RU","0","63.45806","120.26917","Asia/Yakutsk",""
"UENN","NYR","Nyurba Airport","Nyurba","Chukot","RU","394","63.295","118.337","Asia/Yakutsk",""
"UENS","SUY","Suntar Airport","Suntar","Chukot","RU","0","62.185","117.635","Asia/Yakutsk",""
"UENW","VYI","Vilyuisk Airport","Vilyuisk","Chukot","RU","361","63.75667","121.69334","Asia/Yakutsk",""
"UERL","ULK","Lensk Airport","Lensk","Chukot","RU","801","60.7206","114.826","Asia/Yakutsk",""
"UERO","ONK","Olenyok Airport","Olenyok","Chukot","RU","847","68.515","112.48","Asia/Yakutsk",""
"UERP","PYJ","Polyarny Airport","Yakutia","Chukot","RU","1660","66.4004","112.03","Asia/Yakutsk",""
"UERR","MJZ","Mirny Airport","Mirny","Chukot","RU","1156","62.5347","114.039","Asia/Yakutsk",""
"UERS","SYS","Saskylakh Airport","Saskylakh","Chukot","RU","0","71.9279","114.08","Asia/Yakutsk",""
"UESG","BGN","Belaya Gora Airport","Belaya Gora","Sakha Republic","RU","89","68.557","146.23117","Asia/Magadan",""
"UESO","CKH","Chokurdakh Airport","Chokurdah","Chukot","RU","151","70.6231","147.902","Asia/Srednekolymsk",""
"UESS","CYX","Cherskiy Airport","Cherskiy","Chukot","RU","20","68.7406","161.338","Asia/Srednekolymsk",""
"UEST","IKS","Tiksi Airport","Tiksi","Chukot","RU","26","71.6977","128.903","Asia/Yakutsk",""
"UESU","ZKP","Zyryanka Airport","Zyryanka","Chukot","RU","181","65.7367","150.705","Asia/Magadan",""
"UEVV","ZIX","Zhigansk Airport","Zhigansk","Chukot","RU","292","66.7965","123.361","Asia/Yakutsk",""
"UGKO","KUT","Kopitnari Airport","Kutaisi","","GE","223","42.1767","42.4826","Asia/Tbilisi",""
"UGSB","BUS","Batumi International Airport","Batumi","Ajaria","GE","105","41.6103","41.5997","Asia/Tbilisi",""
"UGSS","SUI","Sukhumi Dranda Airport","Sukhumi","Abkhazia","GE","53","42.8582","41.1281","Asia/Tbilisi",""
"UGTB","TBS","Tbilisi International Airport","Tbilisi","","GE","1624","41.6692","44.9547","Asia/Tbilisi",""
"UHBB","BQS","Ignatyevo Airport","Blagoveschensk","Amur","RU","638","50.4254","127.412","Asia/Yakutsk",""
"UHBI","GDG","Magdagachi Airport","Magdagachi","Amur","RU","0","53.4733","125.795","Asia/Yakutsk",""
"UHBW","TYD","Tynda Airport","Tynda","Amur","RU","2001","55.2842","124.779","Asia/Yakutsk",""
"UHHH","KHV","Khabarovsk-Novy Airport","Khabarovsk","Khabarovsk","RU","244","48.528","135.188","Asia/Vladivostok",""
"UHKK","KXK","Komsomolsk-on-Amur Airport","Komsomolsk-on-Amur","Khabarovsk","RU","92","50.409","136.934","Asia/Vladivostok",""
"UHKM","GVN","Maygatka Airport.","Sovetskaya Gavan","Khabarovsk","RU","768","48.927","140.034","Asia/Vladivostok",""
"UHMA","DYR","Ugolny Airport","Anadyr","Chukotka","RU","194","64.7349","177.741","Asia/Anadyr",""
"UHMD","PVS","Provideniya Bay Airport","Chukotka","Chukotka","RU","72","64.3781","-173.243","Asia/Anadyr",""
"UHMK","KPW","Keperveem Airport","Keperveem","Chukotka","RU","623","67.845","166.14","Asia/Anadyr",""
"UHMM","GDX","Sokol Airport","Magadan","Magadan","RU","574","59.911","150.72","Asia/Magadan",""
"UHMO","KVM","Markovo Airport","Markovo","Chukotka","RU","0","64.667","170.417","Asia/Anadyr",""
"UHMP","PWE","Pevek Airport","Pevek","Chukotka","RU","11","69.7833","170.597","Asia/Anadyr",""
"UHMW","SWV","Severo-Evensk Airport","Evensk","Magadan","RU","0","61.92167","159.23","Asia/Srednekolymsk",""
"UHNB","BQG","Bogorodskoye Airport","Bogorodskoye","Khabarovsk","RU","0","52.38","140.448","Asia/Vladivostok",""
"UHNN","NLI","Nikolayevsk-na-Amure Airport","Nikolayevsk-na-Amure Airport","Khabarovsk","RU","0","53.155","140.65","Asia/Vladivostok",""
"UHOO","OHO","Okhotsk Airport","Okhotsk","Khabarovsk","RU","0","59.41006","143.0565","Asia/Vladivostok",""
"UHPP","PKC","Yelizovo Airport","Petropavlovsk-Kamchatsky","Kamtsjatka","RU","131","53.1679","158.454","Asia/Anadyr",""
"UHSB","BVV","Burevestnik Airport","Iturup Island","Sakhalin","RU","79","44.92","147.622","Asia/Vladivostok",""
"UHSH","OHH","Okha Airport","Okha","Sakhalin","RU","115","53.52","142.89","Asia/Vladivostok",""
"UHSK","EKS","Shakhtyorsk Airport","Shakhtersk","Sakhalin","RU","50","49.1903","142.083","Asia/Vladivostok",""
"UHSM","DEE","Mendeleyevo Airport","Kunashir Island","Sakhalin","RU","584","43.9584","145.683","Asia/Vladivostok",""
"UHSO","ZZO","Zonalnoye Airport","Tymovskoye","Sakhalin","RU","479","50.6692","142.761","Asia/Vladivostok",""
"UHSS","UUS","Yuzhno-Sakhalinsk Airport","Yuzhno-Sakhalinsk","Sakhalin","RU","59","46.8887","142.718","Asia/Vladivostok",""
"UHWP","TLY","Plastun Airport","Plastun","Primorskiy","RU","0","44.815","136.292","Asia/Vladivostok",""
"UHWW","VVO","Vladivostok International Airport","Vladivostok","Primorskiy","RU","46","43.399","132.148","Asia/Vladivostok",""
"UIAA","HTA","Chita-Kadala Airport","Chita","Transbaikal-Territory","RU","2272","52.0263","113.306","Asia/Chita",""
"UIBB","BTK","Bratsk Airport","Bratsk","Irkutsk","RU","1610","56.3706","101.698","Asia/Irkutsk",""
"UIBS","UIK","Ust-Ilimsk Airport","Ust-Ilimsk","Irkutsk","RU","1339","58.1361","102.565","Asia/Irkutsk",""
"UIII","IKT","Irkutsk Airport","Irkutsk","Irkutsk","RU","1675","52.268","104.389","Asia/Irkutsk",""
"UIKB","ODO","Bodaybo Airport","Bodaybo","Irkutsk","RU","919","57.8661","114.243","Asia/Irkutsk",""
"UIKE","ERG","Yerbogachen Airport","Erbogachen","Irkutsk","RU","400","61.275","108.03","Asia/Irkutsk",""
"UIKK","KCK","Kirensk Airport","Kirensk","Irkutsk","RU","0","57.773","108.064","Asia/Irkutsk",""
"UITT","UKX","Ust-Kut Airport","Ust-Kut","Irkutsk","RU","2188","56.8567","105.73","Asia/Irkutsk",""
"UIUU","UUD","Ulan-Ude Airport (Mukhino)","Ulan Ude","Respublika-Buryatiya","RU","1690","51.8078","107.438","Asia/Irkutsk",""
"UKBB","KBP","Boryspil International Airport","Kyiv","Kyiv","UA","427","50.345","30.8947","Europe/Kyiv",""
"UKCC","DOK","Donetsk International Airport","Donetsk","Donetska oblast","UA","791","48.0736","37.7397","Europe/Kyiv",""
"UKCK","KRQ","Kramatorsk Airport","Kramatorsk","Donetska oblast","UA","646","48.7056","37.6289","Europe/Zaporozhye",""
"UKCM","MPW","Mariupol International Airport","Mariupol","Donetska oblast","UA","251","47.0761","37.4496","Europe/Kyiv",""
"UKCS","SEV","Sievierodonetsk Airport","Sievierodonetsk","Luhanska oblast","UA","236","48.90033","38.54167","Europe/Zaporozhye",""
"UKCW","VSG","Luhansk International Airport","Luhansk","Luhanska oblast","UA","636","48.4174","39.3741","Europe/Kyiv",""
"UKDB","ERD","Berdyansk Airport","Berdiansk","Zaporizka oblast","UA","171","46.815","36.7581","Europe/Zaporozhye",""
"UKDD","DNK","Dnipro International Airport","Dnipro","Dnipropetrovska oblast","UA","481","48.3572","35.1006","Europe/Kyiv",""
"UKDE","OZH","Zaporizhzhia International Airport","Zaporizhzhia","Zaporizka oblast","UA","373","47.867","35.3157","Europe/Zaporozhye",""
"UKDR","KWG","Kryvyi Rih International Airport","Kryvyi Rih","Kirovohradska oblast","UA","408","48.0433","33.21","Europe/Zaporozhye",""
"UKFF","SIP","Simferopol International Airport","Simferopol","Crimea","UA","639","45.0522","33.9751","Europe/Simferopol",""
"UKFK","KHC","Kerch Airport","Kerch","Crimea","UA","171","45.3725","36.4014","Europe/Simferopol",""
"UKHH","HRK","Kharkiv International Airport","Kharkiv","Kharkivska oblast","UA","508","49.9248","36.29","Europe/Kyiv",""
"UKHP","PLV","Poltava International Airport","Poltava","Poltavska oblast","UA","505","49.5686","34.3972","Europe/Zaporozhye",""
"UKHS","UMY","Sumy Airport","Sumy","Sumska oblast","UA","594","50.8583","34.7625","Europe/Kyiv",""
"UKKE","CKC","Cherkasy International Airport","Cherkasy","Cherkasy oblast","UA","375","49.4156","31.9953","Europe/Kyiv",""
"UKKG","KGO","Kropyvnytskyi Airport","Kropyvnytskyi","Kirovohrad oblast","UA","568","48.5428","32.285","Europe/Kyiv",""
"UKKK","IEV","Kyiv Zhuliany International Airport","Kyiv","Kyiv","UA","586","50.4017","30.4497","Europe/Kyiv",""
"UKKV","ZTR","Zhytomyr International Airport","Zhytomyr","Zhytomyrska oblast","UA","0","50.27056","28.73861","Europe/Kyiv",""
"UKLC","UCK","Lutsk Airport","Lutsk","Volynska oblast","UA","774","50.6784","25.48717","Europe/Kyiv",""
